,trialId,fitnessScore,fitness,RateOfLayingPheromone,ProbabilityOfSwitchingToSearching,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation
944,944.0,0.0854166666667,0.0854166666667,19.5010106064,0.000751324317203,0.0,3.24145738344,17.8157767388,8.13087963631,0.963954661001
1773,1773.0,0.0973958333333,0.0973958333333,9.96279767793,0.000807812355119,0.0,0.684612445741,16.3687606688,5.2352575878,3.22691882276
1111,1111.0,0.162760416667,0.162760416667,8.29785792849,0.00164755200711,0.0,3.33940646884,17.9359668479,9.89973255271,8.55408749908
75,75.0,0.165885416667,0.165885416667,19.3596376964,0.00186101128439,0.0,0.0553391728143,5.99567319744,9.9832913604,1.16732674847
2056,2056.0,0.176041666667,0.176041666667,13.7353640993,0.00227634425906,0.0,1.18105411569,18.7589542335,8.57693111368,2.38105095919
246,246.0,0.19140625,0.19140625,17.4956593959,0.00255939447743,0.0,4.66120158678,18.9470158246,0.0349645916374,2.18775351498
513,513.0,0.202213541667,0.202213541667,2.76515504068,0.00121168497032,0.0,1.79164109105,4.60135495335,0.202600508654,12.1771837297
829,829.0,0.219010416667,0.219010416667,19.980401842,0.00347692986598,0.0,0.0884513395074,8.50383370979,9.86850904762,1.68332933062
676,676.0,0.226692708333,0.226692708333,18.7351498419,0.00383404918495,0.0,4.84754858342,18.4147374087,0.648317411326,9.87659221911
648,648.0,0.228125,0.228125,18.0335504573,0.00300113868902,0.0,0.963339479486,8.4402750571,9.92694407891,12.4545554236
176,176.0,0.229817708333,0.229817708333,1.55340933044,0.0608021412697,0.0,0.00579366562387,0.200520639445,8.75961632307,11.6447133941
617,617.0,0.236458333333,0.236458333333,18.7346140462,0.00335555317756,0.0,3.71166375046,19.7948077986,9.91958774633,12.077385349
784,784.0,0.23671875,0.23671875,16.4299375379,0.114637592838,0.0,0.00087499669184,0.593285292932,8.67590791926,0.132508597453
380,380.0,0.240755208333,0.240755208333,19.658737214,0.99697201473,0.0,0.00445963402936,0.626942490809,8.22639552595,6.16185113097
2386,2386.0,0.241666666667,0.241666666667,8.92159406682,0.00400776582506,0.0,0.83575642127,6.28801180645,1.00368774776,0.706017655452
982,982.0,0.250130208333,0.250130208333,1.68145519812,0.912510327919,0.0,0.0081754599496,0.35354990252,9.47749320399,0.0117130954932
654,654.0,0.250260416667,0.250260416667,0.107807391366,0.154446239513,0.0,0.0089388449085,19.2219760661,0.698303962068,6.90145409999
362,362.0,0.250651041667,0.250651041667,19.4441188767,0.00387257814243,0.0,0.38464118214,18.7595149418,0.568958905545,0.162633333937
2596,2596.0,0.256380208333,0.256380208333,3.28708589819,0.00295244080992,0.0,0.0570977827867,14.7249559922,5.05328079509,1.85424792156
922,922.0,0.263932291667,0.263932291667,16.6967911661,0.00383842384595,0.0,4.56033794753,19.6034347146,2.93752722681,11.3782609448
179,179.0,0.265494791667,0.265494791667,8.18935191764,0.00461967881249,0.0,4.98386843052,19.6391359234,9.13993372752,0.604070047375
721,721.0,0.271354166667,0.271354166667,18.3139464594,0.199989276983,0.0,0.0115645893896,0.0260575083212,9.95569264069,0.419085587574
224,224.0,0.271484375,0.271484375,1.94557353275,0.949859149471,0.0,0.0134175499747,0.303530882264,9.48158837104,12.1929487021
310,310.0,0.274348958333,0.274348958333,18.6504636163,0.869728932071,0.0,0.0115212973487,0.123062618886,8.03936433167,1.56218823952
797,797.0,0.275260416667,0.275260416667,19.2603204047,0.00428386879953,0.0,4.85890199807,19.6381781629,7.8873154897,2.19258689297
532,532.0,0.280338541667,0.280338541667,19.2871375667,0.00603958631525,0.0,0.137552433776,19.6475238481,1.66906936951,12.4863186852
92,92.0,0.286588541667,0.286588541667,0.649046677098,0.557019056475,0.0,0.0138205251492,0.789125629994,8.48929331639,12.2658685457
1534,1534.0,0.293229166667,0.293229166667,15.4120748341,0.00527952307342,0.0,2.64926184012,14.2037272034,5.0400153015,6.31190776861
606,606.0,0.296875,0.296875,16.7326513033,0.00571199919486,0.0,4.82971497833,19.2992930171,9.04256713807,0.165702833404
427,427.0,0.301953125,0.301953125,0.00129956384697,0.0232362564559,0.0,0.0175644748765,1.09155975299,1.14579552523,7.72711455872
1663,1663.0,0.307421875,0.307421875,11.221377467,0.00332620533202,0.0,1.12358555034,2.86197545939,7.1104188836,8.02893401994
2576,2576.0,0.307682291667,0.307682291667,6.60726446158,0.00608755493167,0.0,3.25536851291,12.6766557697,0.811532537606,2.82554461096
521,521.0,0.313671875,0.313671875,0.967462750042,0.0596301789105,0.0,0.00815376684621,19.809301726,3.04585660606,0.103292770273
907,907.0,0.31484375,0.31484375,4.30341536125,0.0302091636424,0.0,0.00872714462552,19.740416374,0.0265244110391,1.49654881346
1145,1145.0,0.317708333333,0.317708333333,1.21033435179,0.00117338945485,0.0,4.20071212781,6.78816642037,9.13569835511,5.14849004952
341,341.0,0.319010416667,0.319010416667,1.20760365783,0.00995432120101,0.0,0.01171670122,11.0491109447,8.64032859092,12.2273237936
2536,2536.0,0.319270833333,0.319270833333,14.208744523,0.00754906062891,0.0,3.89604620026,6.56215435909,9.59054558143,0.377605431589
590,590.0,0.321484375,0.321484375,0.729223030985,0.076089701748,0.0,0.018432817122,19.9666048031,0.237238998187,1.86286979994
1860,1860.0,0.322786458333,0.322786458333,3.67652694462,0.00604820300281,0.0,2.45735315062,12.5054305242,6.58200163227,3.94773712377
1602,1602.0,0.325911458333,0.325911458333,16.7450023309,0.00780094637137,0.0,3.11133724352,9.89032460361,3.58883191311,0.99169474318
1434,1434.0,0.326822916667,0.326822916667,13.0430324846,0.00789031884827,0.0,2.36920696436,17.3863618846,4.82726975691,12.010979538
