,trialId,RateOfPheromoneDecay,foodDist,UninformedSearchVariation,RateOfLayingPheromone,RateOfInformedSearchDecay,ProbabilityOfSwitchingToSearching,RateOfSiteFidelity,fitnessScore,fitness,ProbabilityOfReturningToNest
1687,1687.0,5.53651941079,0.0,9.36512734622,4.61709840845,4.99889616194,0.98485684101,14.5157185427,0.0463541666667,0.0463541666667,0.148363134325
1722,1722.0,9.99999999999,0.0,10.2895067327,1.42115193378,5.0,0.342548251088,3.81711517523,0.0485677083333,0.0485677083333,0.165911911447
806,806.0,10.0,0.0,11.8401502712,3.85265241411,5.0,0.201038940395,19.5062020547,0.0494791666667,0.0494791666667,0.565816223389
998,998.0,7.92371258353,0.0,1.80106484478,11.6425296661,5.0,0.957509403539,1.35394794743,0.0497395833333,0.0497395833333,0.203519948483
1858,1858.0,10.0,0.0,1.78409344548,2.14017658002,4.86295534256,0.861909305501,14.4073927659,0.0498697916667,0.0498697916667,0.194629610324
1698,1698.0,9.99999986695,0.0,0.573011793667,8.97780535251,5.0,0.893157566266,8.78093493687,0.05,0.05,0.203174559479
1485,1485.0,9.99994131532,0.0,9.42710456352,10.6540958441,4.99999998713,0.382393859931,7.90853098332,0.0509114583333,0.0509114583333,0.152892195516
612,612.0,10.0,0.0,0.378679662639,18.7791230598,5.0,0.219533017676,0.707139412417,0.0532552083333,0.0532552083333,0.295021147967
627,627.0,9.57751032857,0.0,2.01806920085,19.2351074941,5.0,0.222859632153,14.2515644352,0.0536458333333,0.0536458333333,0.290269655774
64,64.0,6.29143537505,0.0,7.69243969901,0.488481016408,5.0,0.17175251225,18.5145289261,0.0545572916667,0.0545572916667,0.995768254119
1178,1178.0,9.99999994749,0.0,7.35511460846,17.571408455,4.99999992882,0.690546922502,14.1566269532,0.0549479166667,0.0549479166667,0.15293469783
245,245.0,8.03882579383,0.0,1.06755668604,19.842702207,5.0,0.999355828626,19.6694614506,0.055078125,0.055078125,0.193014148515
657,657.0,9.99999999174,0.0,0.122842594451,1.48964235496,3.28241230789,0.738771003194,0.755430880241,0.05546875,0.05546875,0.182463752239
850,850.0,10.0,0.0,0.620598190475,0.871664716526,4.49547074354,0.962210933009,4.30485391994,0.0557291666667,0.0557291666667,0.191721126098
198,198.0,10.0,0.0,2.78815400483,18.8353221165,4.99999999999,0.180483205287,1.57999580418,0.0559895833333,0.0559895833333,0.50078736616
755,755.0,10.0,0.0,0.226815652281,4.51857087174,3.33774000876,0.191250149967,19.3153310357,0.0563802083333,0.0563802083333,0.943054404741
1140,1140.0,9.9999663793,0.0,9.76837524589,12.1981090726,5.0,0.743549959944,3.25579386336,0.0565104166667,0.0565104166667,0.123339188708
289,289.0,10.0,0.0,11.4663931636,0.753920000913,5.0,0.950944703551,18.012529392,0.0565104166667,0.0565104166667,0.12842593017
965,965.0,10.0,0.0,10.2928531561,0.789359694148,1.59043467077,0.196770530365,19.6514729007,0.0565104166667,0.0565104166667,0.212331054446
989,989.0,10.0,0.0,11.3295341019,0.00974669017217,2.21331770169,0.820048698188,1.3847732004,0.0579427083333,0.0579427083333,0.118679975148
