,trialId,fitnessScore,fitness,RateOfLayingPheromone,ProbabilityOfSwitchingToSearching,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation
1963,1963.0,0.0296875,0.0296875,8.88842863698,0.000200074985004,0.0,4.79028717658,16.1533997789,4.99238841932,10.4941279147
947,947.0,0.0498697916667,0.0498697916667,16.2391406643,0.000527420714063,0.0,0.333809023517,16.2869382164,9.66478760973,11.8124158295
712,712.0,0.0807291666667,0.0807291666667,17.9155377908,0.00083981731684,0.0,0.735580791387,19.9140867011,0.310232699803,0.793431446183
2257,2257.0,0.0860677083333,0.0860677083333,14.8951314023,0.000826055940171,0.0,3.19769670822,11.9330769219,1.11713275415,4.62239739399
814,814.0,0.1140625,0.1140625,17.1841690194,0.00176458244862,0.0,4.26579730614,17.9393147026,9.95978258318,11.592872462
2921,2921.0,0.141927083333,0.141927083333,10.0715095905,0.0018285732336,0.0,2.65922277478,13.4193594313,6.17299116951,3.92508295805
2937,2937.0,0.142708333333,0.142708333333,18.311224614,0.00423792745169,0.0,4.81690220598,19.9102251213,2.02441884236,11.2612564207
688,688.0,0.147395833333,0.147395833333,19.1463459855,0.00248319659798,0.0,4.99135497149,9.81903791876,9.38055559915,0.0508564687421
1653,1653.0,0.1484375,0.1484375,16.2765564376,0.00315810121787,0.0,0.116454757145,16.3939317266,2.42801179196,0.559409383406
336,336.0,0.158203125,0.158203125,18.1603424555,0.00442836358559,0.0,4.77379775651,19.5276973465,2.10592354494,11.1806326004
453,453.0,0.161458333333,0.161458333333,16.4837214376,0.00322318172642,0.0,0.0467033337292,18.6183269671,9.75474712577,2.15976467449
431,431.0,0.166927083333,0.166927083333,19.2398428921,0.00595095415612,0.0,4.12516547908,19.7608532199,1.19205442295,12.4862337027
289,289.0,0.173828125,0.173828125,18.6496373348,0.00794451013527,0.0,4.53990494596,17.0022066885,9.27852436969,12.433870796
1910,1910.0,0.179947916667,0.179947916667,19.1154795076,0.00780923139381,0.0,2.69448139316,15.1094394838,7.95032081054,10.987599513
547,547.0,0.18515625,0.18515625,13.0048146502,0.00935076500242,0.0,4.97157611951,17.3555437019,9.84250567537,12.232623149
145,145.0,0.18671875,0.18671875,19.3604007051,0.0103007791904,0.0,0.491559339527,19.5565683795,0.095391285745,12.4959343161
341,341.0,0.191015625,0.191015625,14.0977887061,0.00956846755106,0.0,0.0184110815955,18.7285863484,0.696071847997,12.2925948826
909,909.0,0.194401041667,0.194401041667,19.8994988319,0.00511870001481,0.0,3.86723885014,19.3210148718,9.74123263533,0.703519511276
710,710.0,0.195703125,0.195703125,19.4855084049,0.00597084231176,0.0,0.49703467616,14.3347326897,9.05905063571,0.569087194616
817,817.0,0.196614583333,0.196614583333,17.020882089,0.0106131699507,0.0,0.0129306144174,19.17140975,9.97085281154,11.4164270198
389,389.0,0.19765625,0.19765625,7.43232119011,0.00340435311195,0.0,4.74246978377,19.3893621069,9.44636355743,0.429856741023
521,521.0,0.198046875,0.198046875,16.6754807517,0.00777456859966,0.0,4.62399298286,19.9335016475,0.0173015604273,0.0549600364383
618,618.0,0.199739583333,0.199739583333,19.1555121522,0.015106640317,0.0,2.74936565324,17.4605694471,0.589813822519,12.282128021
1966,1966.0,0.208333333333,0.208333333333,17.5571883827,0.0114186008633,0.0,0.389111483933,17.2344517925,0.7275209507,10.6730458422
205,205.0,0.216666666667,0.216666666667,19.9772209677,0.0157388013134,0.0,0.396576091394,19.4401456492,3.27032477451,12.364021616
