,trialId,foodDist,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfSiteFidelity,RateOfLayingPheromone,fitnessScore,fitness,RateOfPheromoneDecay,UninformedSearchVariation,ProbabilityOfSwitchingToSearching
463,463.0,1.0,0.669586379976,4.99999999994,18.7668503505,19.7028263301,0.001953125,0.001953125,4.85054215311,11.0994954689,0.97184953373
1002,1002.0,1.0,0.981604960521,4.87949057826,19.9717495648,0.302506586224,0.00208333333333,0.00208333333333,7.12012147083,11.13650545,0.802533123461
467,467.0,1.0,0.374860257141,4.99999999997,19.5665234179,16.6618795942,0.00208333333333,0.00208333333333,4.47868228015,0.0337453727474,0.946563700524
361,361.0,1.0,0.724068588065,5.0,18.5670210355,0.564101859247,0.00208333333333,0.00208333333333,9.99999999999,12.1442372976,0.906615250642
121,121.0,1.0,0.927284223642,4.68678725958,18.5749175816,0.430887830096,0.00208333333333,0.00208333333333,0.159765216202,0.461884403846,0.820161986221
1017,1017.0,1.0,0.701079150144,4.99999971487,1.29723915513,0.529661515398,0.00221354166667,0.00221354166667,9.99558740588,12.4834066862,0.983275638912
325,325.0,1.0,0.662664223984,4.58624529398,0.512645209331,18.6034627336,0.00221354166667,0.00221354166667,0.4285962739,1.49873214724,0.943797753764
285,285.0,1.0,0.81972670715,4.51821513332,19.686511017,0.943699924922,0.00221354166667,0.00221354166667,9.96596944557,11.842339144,0.876626355085
914,914.0,1.0,0.59423779041,4.74652804888,0.4494127781,6.02516222802,0.00221354166667,0.00221354166667,10.0,0.11323144286,0.95518623056
852,852.0,1.0,0.822156947174,5.0,0.573383476645,3.78704101571,0.00221354166667,0.00221354166667,9.04570568029,12.4775623827,0.98866377201
364,364.0,1.0,0.589586367031,4.97543869698,0.0857063720405,0.930230513127,0.00234375,0.00234375,9.85735164678,0.266176165844,0.960732866194
337,337.0,1.0,0.649135842885,5.0,19.2108312592,1.3120544714,0.00234375,0.00234375,9.78119931337,2.28994078958,0.967878562706
574,574.0,1.0,0.355942830338,4.99999999994,1.60716172799,0.567828988084,0.00247395833333,0.00247395833333,10.0,0.89034514477,0.973591703777
88,88.0,1.0,0.64688573295,5.0,19.5434563566,17.4012430967,0.00247395833333,0.00247395833333,9.49108777929,12.5389486038,0.974146521103
288,288.0,1.0,0.549727529524,1.42490436648,19.9891677984,17.768228359,0.00247395833333,0.00247395833333,10.0,5.35714915023,0.959390120607
1012,1012.0,1.0,0.51267957283,1.15533166676,18.8338647117,18.3979926959,0.00247395833333,0.00247395833333,10.0,11.9449220861,0.96085586803
976,976.0,1.0,0.65298369559,4.31395362936,19.6478192527,1.70191296504,0.00247395833333,0.00247395833333,10.0,1.21762869077,0.999189851714
475,475.0,1.0,0.768286436631,1.31757370741,19.6198476771,11.701316998,0.00247395833333,0.00247395833333,9.76224369915,0.385858367712,0.868708684701
97,97.0,1.0,0.814636432436,4.99999999761,2.18566528784,1.04057293389,0.00247395833333,0.00247395833333,4.85186662801,0.116651802652,0.974294416967
719,719.0,1.0,0.650854286284,4.96005851144,1.05042099988,0.973551198738,0.00260416666667,0.00260416666667,9.53263317848,11.4548530802,0.872390021418
2855,2855.0,1.0,0.682434998026,1.57055999,19.30210005,19.4139925306,0.00260416666667,0.00260416666667,10.0,3.19378037807,0.965145904138
184,184.0,1.0,0.630840374487,5.0,19.8662844747,1.93571969912,0.00260416666667,0.00260416666667,10.0,2.74266462346,0.982298308902
257,257.0,1.0,0.685104511417,4.99710257455,1.80567512502,18.743033292,0.00260416666667,0.00260416666667,10.0,12.3649488282,0.930783407039
543,543.0,1.0,0.764108391564,5.0,0.959654873062,6.21762731044,0.00260416666667,0.00260416666667,9.77124620388,12.3185238559,0.986797643863
1393,1393.0,1.0,0.839384158995,4.99999281293,1.91484200959,15.3524764816,0.00260416666667,0.00260416666667,9.99999755581,12.371405223,0.880882900207
441,441.0,1.0,0.602032883355,5.0,2.62863676684,19.1905099682,0.00260416666667,0.00260416666667,10.0,11.8263046802,0.891059488649
705,705.0,1.0,0.589386827225,5.0,18.467429694,1.31977579356,0.002734375,0.002734375,10.0,10.367034467,0.971657440353
433,433.0,1.0,0.428815410275,5.0,1.16765125894,0.431289177172,0.002734375,0.002734375,9.99141909174,12.039667864,0.829352908804
246,246.0,1.0,0.749056643689,5.0,0.0188543228248,16.0691815997,0.002734375,0.002734375,9.37050678305,9.96524135774,0.996051122528
59,59.0,1.0,0.682634401969,4.99999999998,16.0571087383,18.6635248518,0.002734375,0.002734375,10.0,8.2780191986,0.666871716964
544,544.0,1.0,0.569232719136,0.904227165993,18.5104819965,19.7011725959,0.00286458333333,0.00286458333333,2.94292707699,12.4257459997,0.90611384159
612,612.0,1.0,0.469416681851,3.24295238609,14.1443164075,18.7342994966,0.00286458333333,0.00286458333333,10.0,0.0532555507684,0.841736557539
648,648.0,1.0,0.458594842513,0.458355760518,2.65620375132,12.9209177245,0.00286458333333,0.00286458333333,10.0,0.756511420823,0.982055485382
462,462.0,1.0,0.545240130612,4.99535184864,0.0895342547613,1.42101949916,0.00286458333333,0.00286458333333,10.0,11.8078047756,0.989018189769
578,578.0,1.0,0.720704859721,5.0,19.5602309269,5.22907182914,0.00286458333333,0.00286458333333,7.12690659131,12.1950468344,0.82612130445
566,566.0,1.0,0.712417961832,4.36375739965,0.121898532941,18.7685657572,0.00299479166667,0.00299479166667,10.0,2.1075210968,0.95795677002
581,581.0,1.0,0.478609198261,5.0,2.70978238131,0.171730631277,0.00299479166667,0.00299479166667,10.0,9.68574190573,0.98283551
817,817.0,1.0,0.438775443155,3.89550092325,19.7667976499,19.3440244043,0.00299479166667,0.00299479166667,9.9172681276,12.1862718079,0.99964964802
1121,1121.0,1.0,0.481856467755,4.99999991825,17.1733928419,16.9776416813,0.00325520833333,0.00325520833333,2.3681625161,9.27390914481,0.988739385625
161,161.0,1.0,0.61061576966,5.0,15.6898478496,19.7364327368,0.00325520833333,0.00325520833333,9.19177354677,12.094568799,0.860321665788
824,824.0,1.0,0.790032914069,4.97474463828,0.176582514508,0.997394050556,0.00325520833333,0.00325520833333,2.59267592875,0.520915222827,0.966741502103
416,416.0,1.0,0.394835803337,3.42070855526,17.116177956,17.7994319171,0.00338541666667,0.00338541666667,0.553451119405,11.5186488714,0.988999978883
972,972.0,1.0,0.478689173731,4.95878193442,3.08605184173,18.5094228579,0.00338541666667,0.00338541666667,9.48488940704,2.68845502337,0.953389835187
913,913.0,1.0,0.556278806878,4.99999999962,19.0330959521,19.6666389585,0.00364583333333,0.00364583333333,7.18197176193,10.6269646277,0.961300860681
305,305.0,1.0,0.460632114854,2.80091206005,1.257118405,4.77872507704,0.00364583333333,0.00364583333333,4.34065553271,12.5121193277,0.928491789113
212,212.0,1.0,0.579866240619,4.99911478989,2.88005328717,1.39342970912,0.00364583333333,0.00364583333333,9.99999999658,0.89002576367,0.970762043319
2760,2760.0,1.0,0.632191173428,5.0,12.7283508695,19.9677329854,0.00364583333333,0.00364583333333,10.0,0.561222921705,0.912290679952
1291,1291.0,1.0,0.499216859189,4.83156932357,12.7334545854,5.78537514988,0.00377604166667,0.00377604166667,9.99999990403,4.2090109783,0.801908355974
2909,2909.0,1.0,0.649292537055,2.89181338255,6.60119013068,8.65536251397,0.00377604166667,0.00377604166667,9.99999994188,10.0874942895,0.536087304534
188,188.0,1.0,0.545171891916,5.0,1.57363461356,13.4930811648,0.00377604166667,0.00377604166667,10.0,0.224839808015,0.954363994506
360,360.0,1.0,0.213129941762,4.83173933686,18.6472941584,19.6511495288,0.00377604166667,0.00377604166667,7.16548747015,12.4417666978,0.967273948575
183,183.0,1.0,0.514231103896,4.99999998325,0.763416433375,0.0872845371957,0.00377604166667,0.00377604166667,10.0,4.72898335241,0.952188448919
1245,1245.0,1.0,0.829506078445,4.99999997901,2.50511653494,0.843168368553,0.00390625,0.00390625,9.78275190735,10.7303341251,0.493210895258
763,763.0,1.0,0.50065881966,5.0,0.557619133267,1.43997870768,0.00403645833333,0.00403645833333,2.47175684261,11.6498744589,0.650320180947
1844,1844.0,1.0,0.594441085687,4.9999999996,3.4887977469,10.6858505557,0.00416666666667,0.00416666666667,9.99999999684,1.05985195492,0.622385599486
689,689.0,1.0,0.396288687991,5.0,19.512804803,0.536929132394,0.00416666666667,0.00416666666667,9.6700238832,10.6835417339,0.884267303857
454,454.0,1.0,0.535398310893,5.0,18.0618611475,19.2786025923,0.004296875,0.004296875,10.0,0.205634804194,0.54817884891
793,793.0,1.0,0.484614343457,5.0,5.93285903062,0.676084828127,0.004296875,0.004296875,10.0,11.5364779699,0.875978948096
376,376.0,1.0,0.457305413897,2.49224932253,0.929808037063,19.4192636871,0.00442708333333,0.00442708333333,10.0,11.4633303119,0.878028167134
924,924.0,1.0,0.837640512102,2.36190104376,16.2526024694,19.9070836894,0.00442708333333,0.00442708333333,9.97709711199,0.0654354835508,0.840874151129
755,755.0,1.0,0.969311029273,4.99999159637,0.47382679672,7.20998105347,0.00442708333333,0.00442708333333,10.0,12.0208672028,0.403794572798
938,938.0,1.0,0.256489924253,4.99999999965,0.219997191036,2.17080007455,0.00455729166667,0.00455729166667,10.0,11.9461837719,0.961330240397
160,160.0,1.0,0.548847008768,5.0,0.693062585553,18.9935780556,0.00455729166667,0.00455729166667,10.0,0.197087694904,0.980684049729
2361,2361.0,1.0,0.457395531212,4.9974733902,2.12367890648,13.3399496776,0.0046875,0.0046875,9.99999999887,6.4459397586,0.491549685725
712,712.0,1.0,0.37145061654,4.95529511443,19.1694694384,19.69701398,0.0046875,0.0046875,9.59471603657,2.85401573428,0.989575659842
470,470.0,1.0,0.290345721154,5.0,0.30226492359,2.1591797372,0.00481770833333,0.00481770833333,9.40572424544,12.5480230569,0.821217698777
2137,2137.0,1.0,0.457870697807,4.99987447836,5.83487353854,15.6308614203,0.00494791666667,0.00494791666667,9.99999845795,3.79038772801,0.595497919588
569,569.0,1.0,0.434098523375,5.0,5.87504897026,18.4752349991,0.00494791666667,0.00494791666667,4.24107574028,1.319647475,0.975170144596
607,607.0,1.0,0.607696163871,5.0,0.50433334267,0.324741882835,0.00494791666667,0.00494791666667,9.99999999999,11.3441671367,0.959395144699
514,514.0,1.0,0.338424909353,4.64521164117,14.5617635465,18.4836144124,0.005078125,0.005078125,10.0,11.1366539944,0.997782402441
479,479.0,1.0,0.707796735417,5.0,19.9611862444,19.7466735331,0.00533854166667,0.00533854166667,10.0,9.19634363249,0.90414979859
307,307.0,1.0,0.325137186644,5.0,0.0111878454009,2.8500797177,0.00533854166667,0.00533854166667,10.0,0.322356933223,0.790353762034
2587,2587.0,1.0,0.293013285897,5.0,16.0307739326,13.4450024405,0.00533854166667,0.00533854166667,9.99999999948,11.3284974141,0.925211581534
117,117.0,1.0,0.433086456862,3.65632415268,17.3807770009,19.2800312529,0.00546875,0.00546875,9.18386115593,12.2466648801,0.898813310807
540,540.0,1.0,0.38660736315,4.99999999857,1.56684572772,18.3390810605,0.00546875,0.00546875,10.0,11.8693292629,0.966826802996
1527,1527.0,1.0,0.43210390244,4.99996871504,7.47434686901,7.43460299739,0.00559895833333,0.00559895833333,9.99999992234,6.32349512825,0.601527598224
101,101.0,1.0,0.486911964276,5.0,18.198282324,17.3221429602,0.005859375,0.005859375,10.0,10.9572232598,0.731625735562
483,483.0,1.0,0.586595273791,4.63628798106,19.8710676621,0.0768262106162,0.00611979166667,0.00611979166667,10.0,0.796142820249,0.81577231304
660,660.0,1.0,0.480413376838,5.0,19.6306353922,0.0310852687447,0.00651041666667,0.00651041666667,10.0,3.20287862969,0.893371124161
390,390.0,1.0,0.288216771582,5.0,18.7389061646,19.3452452231,0.00651041666667,0.00651041666667,9.91625335441,12.5495457505,0.819223978618
399,399.0,1.0,0.301973396508,4.18465788113,17.0261185859,0.337677189704,0.00677083333333,0.00677083333333,10.0,1.16659267837,0.979540201726
730,730.0,1.0,0.25376689163,4.97063364237,17.5393101493,19.4432859276,0.007421875,0.007421875,10.0,11.5174986271,0.824124145432
1059,1059.0,1.0,0.291095046379,0.496063710023,0.185897279924,4.07845978967,0.00794270833333,0.00794270833333,9.92811577049,10.0690888368,0.904912795008
103,103.0,1.0,0.395836230529,5.0,14.0114739054,18.0621639195,0.00794270833333,0.00794270833333,9.99999999999,0.0513943856887,0.96105724465
881,881.0,1.0,0.270595809476,5.0,1.21745046382,13.0163023173,0.00794270833333,0.00794270833333,9.11035242072,11.1320677993,0.980791947872
2180,2180.0,1.0,0.585678949752,4.99999502203,0.683927598868,1.06775970458,0.008203125,0.008203125,10.0,0.966316420073,0.485587736358
107,107.0,1.0,0.296060550906,4.97219224259,19.0254559035,18.1514830005,0.008203125,0.008203125,10.0,0.975597472199,0.936892283148
693,693.0,1.0,0.228121736584,4.99984235932,1.04498837825,19.3926320833,0.008203125,0.008203125,10.0,11.6074484637,0.968884025107
490,490.0,1.0,0.422654623536,5.0,0.830718463258,9.16723481931,0.00833333333333,0.00833333333333,10.0,0.461344283884,0.89855233557
991,991.0,1.0,0.231079950423,5.0,5.01223130596,19.1833604006,0.00833333333333,0.00833333333333,10.0,11.5756194653,0.974707520629
542,542.0,1.0,0.298729849753,0.944097330519,0.221150339383,18.0121859972,0.00859375,0.00859375,9.99999838249,0.0100095606562,0.891073583088
2383,2383.0,1.0,0.395059032215,5.0,6.2912577054,4.89900327734,0.00859375,0.00859375,9.99999949888,4.86139997984,0.814889920556
637,637.0,1.0,0.325010022965,5.0,19.1769244656,0.487990539959,0.00859375,0.00859375,4.78272849678,11.9299078174,0.483583278539
143,143.0,1.0,0.343961129269,1.31560016628,1.79735281311,18.6655835138,0.00924479166667,0.00924479166667,3.11133871453,0.858680027699,0.82446276734
795,795.0,1.0,0.334861722941,5.0,19.3878569701,0.191059038926,0.00924479166667,0.00924479166667,9.99963275717,0.00391242039763,0.97651587168
333,333.0,1.0,0.562898625969,0.932069853017,19.0679650773,16.8855990178,0.00950520833333,0.00950520833333,8.47374284818,12.5396148063,0.305742562138
683,683.0,1.0,0.366635305648,2.7608797199,8.47706717588,0.496956651919,0.00950520833333,0.00950520833333,10.0,0.0585315509956,0.93447104187
562,562.0,1.0,0.257541625695,3.43746549643,18.1290349909,1.86663532426,0.0100260416667,0.0100260416667,9.99999999998,12.4896362985,0.990287386549
1376,1376.0,1.0,0.419219952561,4.9999942299,0.685175240495,1.23456172433,0.01015625,0.01015625,10.0,1.0728641502,0.491056368888
414,414.0,1.0,0.168759612185,5.0,17.1635488657,18.8717697378,0.0106770833333,0.0106770833333,6.73847215371,10.7238309781,0.825783756378
740,740.0,1.0,0.411809697198,3.39780569897,18.429139049,17.1958860309,0.0108072916667,0.0108072916667,7.47938725267,0.0942704508612,0.989864600682
1715,1715.0,1.0,0.249547256105,4.99652288879,7.51005747089,12.4234337277,0.0108072916667,0.0108072916667,9.99999918356,10.5943758909,0.314531543218
2694,2694.0,1.0,0.326372741464,5.0,19.8350327982,13.9031889427,0.0111979166667,0.0111979166667,10.0,3.25565444006,0.567041945005
1874,1874.0,1.0,0.652924486239,4.99999997423,8.95900682659,19.274301189,0.0111979166667,0.0111979166667,9.93823854525,3.92264984138,0.450454208453
813,813.0,1.0,0.228027811553,5.0,18.2755216965,2.83131639974,0.0114583333333,0.0114583333333,7.9736794728,12.3888402245,0.971224092955
96,96.0,1.0,0.296342671438,4.94055566733,0.20903185232,1.14933784027,0.0114583333333,0.0114583333333,9.995355152,0.149002690826,0.937504647122
