,trialId,foodDist,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfLayingPheromone,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation,fitnessScore,fitness,ProbabilityOfSwitchingToSearching
1774,1774,2,9.64E-14,0.476929565,1.530159367,19.95354115,9.999964291,2.589915458,0.756119792,0.756119792,0.931429197
1199,1199,2,1.35E-14,1.764322125,1.714767485,19.37181165,10,2.344966086,0.756119792,0.756119792,0.763343193
1711,1711,2,3.35E-12,0.949673955,3.329861581,10.03134986,9.999999812,2.380589385,0.756119792,0.756119792,0.606360775
2336,2336,2,7.08E-14,0.555505476,1.672232617,19.6869763,9.999999966,2.64199682,0.756119792,0.756119792,0.879158545
1491,1491,2,6.12E-14,0.195493853,1.580659535,19.71621083,9.999999972,2.562066458,0.75625,0.75625,0.879211613
2916,2916,2,5.89E-14,0.386449878,1.643907962,19.695776,9.999999967,2.551305295,0.75625,0.75625,0.871423448
1224,1224,2,5.92E-14,0.354032826,1.650994336,19.72388556,9.999999973,2.575292132,0.75625,0.75625,0.879407046
2523,2523,2,6.76E-14,0.516664807,1.788329469,19.60358821,9.999999987,2.650404396,0.75625,0.75625,0.869384355
2657,2657,2,6.76E-14,0.514665047,1.788524644,19.60316525,9.999999987,2.650161694,0.75625,0.75625,0.869408429
1664,1664,2,6.20E-14,0.297890628,1.638023492,19.72934106,9.999999974,2.572783806,0.75625,0.75625,0.883562063
2720,2720,2,5.89E-14,0.374969711,1.652638576,19.66962568,9.999999959,2.53622412,0.75625,0.75625,0.863112451
1119,1119,2,2.48E-14,1.151333049,1.896692035,19.61902917,10,2.114956582,0.75625,0.75625,0.777323047
1876,1876,2,2.89E-12,0.493529188,3.222925482,11.38035746,9.999999921,2.635838304,0.756380208,0.756380208,0.637827058
2224,2224,2,6.80E-14,0.510701575,1.791278455,19.60386863,9.999999987,2.650836658,0.756510417,0.756510417,0.869317069
2646,2646,2,8.51E-14,0.716469064,1.551461403,19.75054838,9.999999845,2.662630409,0.756510417,0.756510417,0.883346052
1789,1789,2,2.88E-12,0.479154193,3.22330046,11.38019131,9.999999921,2.637647411,0.756510417,0.756510417,0.637967887
2951,2951,2,5.96E-14,0.391253158,1.647762072,19.71797701,9.999999974,2.579242884,0.756640625,0.756640625,0.880442972
2431,2431,2,1.23E-13,0.930707883,1.999274539,19.65996095,10,3.736126157,0.756640625,0.756640625,0.795371997
1323,1323,2,5.94E-14,0.385591309,1.647047966,19.71854241,9.999999974,2.578514063,0.756640625,0.756640625,0.880303238
2457,2457,2,6.75E-14,0.502830504,1.787780565,19.60361244,9.999999987,2.650860981,0.756640625,0.756640625,0.869407519
2166,2166,2,7.45E-14,0.757761519,1.819625402,19.62447919,9.999999987,2.671937164,0.756640625,0.756640625,0.867156635
2491,2491,2,6.17E-14,0.557015389,1.706755982,19.67685534,9.999999978,2.700341147,0.756640625,0.756640625,0.886458589
2448,2448,2,9.27E-14,0.631486037,1.857730288,19.60145598,9.999999956,2.873207691,0.756640625,0.756640625,0.904623068
2843,2843,2,6.76E-14,0.513906719,1.788565599,19.60281575,9.999999987,2.650574052,0.756640625,0.756640625,0.869275024
1409,1409,2,5.95E-14,0.388229358,1.647899862,19.71846183,9.999999974,2.579018337,0.756640625,0.756640625,0.880342058
2680,2680,2,5.74E-14,0.381557877,1.688469223,19.69594154,9.999999986,2.573874484,0.756770833,0.756770833,0.877206886
2530,2530,2,3.18E-14,0.385319819,1.816922213,19.38240209,10,2.120291492,0.756770833,0.756770833,0.734489006
2243,2243,2,1.54E-13,0.355732909,1.311911953,19.48983934,9.999999986,2.475018867,0.756901042,0.756901042,0.858742221
2127,2127,2,2.89E-12,0.489974926,3.220869159,11.37185531,9.999999921,2.638476873,0.756901042,0.756901042,0.638320506
1461,1461,2,5.89E-14,0.33170783,1.652596224,19.72819007,9.999999972,2.572728271,0.756901042,0.756901042,0.878524857
1444,1444,2,5.95E-14,0.387314457,1.647966582,19.71875988,9.999999974,2.579191877,0.75703125,0.75703125,0.88034753
1587,1587,2,6.14E-14,0.417585257,1.681130329,19.69481932,9.999999978,2.59914678,0.75703125,0.75703125,0.878981418
2377,2377,2,6.29E-14,1.211822618,1.827952826,19.55644687,9.99999999,2.675014027,0.757161458,0.757161458,0.884612322
2197,2197,2,5.95E-14,0.389450995,1.648148487,19.71845318,9.999999974,2.579336729,0.757161458,0.757161458,0.880314181
1522,1522,2,5.77E-14,0.241955534,1.653746762,19.69157722,9.999999977,2.607677717,0.757161458,0.757161458,0.880543575
1268,1268,2,5.90E-14,0.360126824,1.653022332,19.72416233,9.999999973,2.573734449,0.757161458,0.757161458,0.879246584
1290,1290,2,5.98E-14,0.419353212,1.65306002,19.74000024,9.999999977,2.596223971,0.757291667,0.757291667,0.886189427
2564,2564,2,5.63E-14,0.769586656,1.697593845,19.66300522,9.999999985,2.694846444,0.757291667,0.757291667,0.871089105
1583,1583,2,5.95E-14,0.374434369,1.648282925,19.71990117,9.999999974,2.579667085,0.757291667,0.757291667,0.880318401
2769,2769,2,4.73E-14,0.228200529,1.372848442,19.92578312,9.999999902,2.448232913,0.757291667,0.757291667,0.903422676
2451,2451,2,1.33E-13,0.618465326,1.744405221,11.39907876,9.999999792,2.910169208,0.757291667,0.757291667,0.874401148
2278,2278,2,6.76E-14,0.512231336,1.788908083,19.60332588,9.999999987,2.65048735,0.757291667,0.757291667,0.869371929
1507,1507,2,5.89E-14,0.334992137,1.614355848,19.73360719,9.999999972,2.524671605,0.757421875,0.757421875,0.878206247
1076,1076,2,2.33E-14,1.182604126,1.915232422,19.51002375,10,2.110331112,0.757552083,0.757552083,0.771027108
1228,1228,2,5.94E-14,0.311070794,1.650138937,19.72750436,9.999999973,2.572667016,0.757552083,0.757552083,0.879368173
1809,1809,2,5.88E-14,0.45917157,1.646371771,19.72061953,9.999999974,2.574836426,0.757552083,0.757552083,0.88043318
2640,2640,2,6.76E-14,0.517118489,1.788759318,19.60385572,9.999999987,2.650732242,0.757552083,0.757552083,0.869365541
2814,2814,2,7.77E-14,0.644496075,1.942918912,19.47563291,9.999999994,2.728237376,0.757552083,0.757552083,0.857375778
2684,2684,2,6.76E-14,0.514140612,1.7886332,19.60354675,9.999999987,2.650646353,0.757682292,0.757682292,0.869396655
2388,2388,2,5.99E-14,0.393359712,1.648631074,19.71786292,9.999999973,2.580908851,0.757682292,0.757682292,0.880306434
1933,1933,2,3.62E-13,0.692997104,1.28900233,19.81318414,9.803773728,3.463853125,0.757682292,0.757682292,0.95459907
2527,2527,2,6.78E-14,0.528992517,1.79084959,19.60437551,9.999999987,2.648085376,0.757682292,0.757682292,0.869414147
2238,2238,2,3.53E-14,0.327254629,1.744160969,19.46434037,9.999999999,2.138793936,0.757682292,0.757682292,0.759884375
2079,2079,2,6.09E-14,0.409463237,1.67238362,19.70126003,9.999999977,2.593830024,0.757682292,0.757682292,0.879349058
2366,2366,2,3.20E-14,0.403442787,2.422904358,18.93988697,9.999997011,0.793111907,0.7578125,0.7578125,0.460354005
2249,2249,2,6.06E-14,0.496642409,1.639015097,19.69979149,9.999999976,2.592575927,0.7578125,0.7578125,0.883747904
2772,2772,2,5.74E-14,0.53561184,1.538947723,19.73879303,9.999999965,2.555963867,0.7578125,0.7578125,0.892228885
2509,2509,2,8.05E-14,0.239535703,1.813180901,19.58887143,9.999999986,2.676054928,0.7578125,0.7578125,0.867213848
1575,1575,2,6.52E-14,0.44649005,1.318195076,19.29233139,9.999967122,2.821119384,0.757942708,0.757942708,0.956486443
2562,2562,2,6.03E-14,0.393866173,1.656685867,19.71216439,9.999999973,2.587370713,0.757942708,0.757942708,0.880469785
2615,2615,2,7.11E-14,0.550414209,1.765654642,19.50524105,9.999999986,2.691214865,0.757942708,0.757942708,0.876423366
2369,2369,2,1.58E-14,0.36766049,2.060169882,18.64929194,10,0.601251683,0.757942708,0.757942708,0.351966522
1229,1229,2,5.92E-14,0.359687728,1.650596873,19.7235533,9.999999973,2.575706129,0.757942708,0.757942708,0.879406774
2677,2677,2,5.84E-14,0.384412341,1.629050797,19.76750585,9.999999982,2.597016934,0.758072917,0.758072917,0.893310914
1752,1752,2,5.06E-14,0.391436802,1.690838296,19.63021869,9.999999992,2.460001627,0.758072917,0.758072917,0.842506783
2422,2422,2,5.92E-14,0.405518357,1.656830328,19.71700147,9.99999998,2.577680615,0.758072917,0.758072917,0.879848946
1188,1188,2,2.40E-14,1.205858885,1.913339598,19.63629846,10,2.114240004,0.758072917,0.758072917,0.77610057
1276,1276,2,5.80E-14,0.23591081,1.660407384,19.72468689,9.999999973,2.573170871,0.758072917,0.758072917,0.879647487
2841,2841,2,6.17E-14,0.457477547,1.709654346,19.67623595,9.999999986,2.602014516,0.758333333,0.758333333,0.875834752
2483,2483,2,6.52E-14,0.636912636,1.767877098,19.62016494,9.999999987,2.699188882,0.758333333,0.758333333,0.868730205
2143,2143,2,7.10E-14,0.273921892,2.022336025,16.23744342,9.999995624,2.002585835,0.758333333,0.758333333,0.912442217
1726,1726,2,2.90E-12,0.480808493,3.177100993,11.36205867,9.999999921,2.596094794,0.758463542,0.758463542,0.639003661
1452,1452,2,4.87E-14,0.219497547,1.608179029,19.4059656,9.999999336,2.17633092,0.758463542,0.758463542,0.746913739
1245,1245,2,6.79E-14,1.138042297,1.683205689,19.95583497,9.999999997,2.862360039,0.75859375,0.75859375,0.974538755
1226,1226,2,4.65E-14,0.591801861,1.719023832,19.69626956,9.999999999,2.449820069,0.75859375,0.75859375,0.851354629
2851,2851,2,8.48E-14,0.427141579,1.583024175,19.89029981,9.999999688,2.875900116,0.75859375,0.75859375,0.961678031
1419,1419,2,5.97E-14,0.339077786,1.665455556,19.72543586,9.999999974,2.575225046,0.75859375,0.75859375,0.880108185
1208,1208,2,5.89E-14,0.360258089,1.654882204,19.7246536,9.999999973,2.572282267,0.75859375,0.75859375,0.879129202
1917,1917,2,2.89E-12,0.495216291,3.223286011,11.38098273,9.999999921,2.636574526,0.758723958,0.758723958,0.637941601
2619,2619,2,6.79E-14,0.577802923,1.790753006,19.60227317,9.999999987,2.655723805,0.758723958,0.758723958,0.868687888
2479,2479,2,5.07E-14,0.370532072,1.677588941,19.64054442,9.999999991,2.44431755,0.758723958,0.758723958,0.843408212
2652,2652,2,6.76E-14,0.513635695,1.788683715,19.60299265,9.999999987,2.650233924,0.758723958,0.758723958,0.869421723
2860,2860,2,6.15E-14,0.405551179,1.657124198,19.77456439,9.999999985,2.652689649,0.758854167,0.758854167,0.90425511
2685,2685,2,6.75E-14,0.513258899,1.788652627,19.60278021,9.999999987,2.650131929,0.758854167,0.758854167,0.869411545
2761,2761,2,5.88E-14,0.399557325,1.649699235,19.72314853,9.999999979,2.573781687,0.758854167,0.758854167,0.880413081
2242,2242,2,6.74E-14,0.502356172,1.787176911,19.60580043,9.999999987,2.650440332,0.758854167,0.758854167,0.869524345
1976,1976,2,6.53E-14,0.417800687,1.672537409,19.87038542,9.999999995,2.778674869,0.758854167,0.758854167,0.945613414
2915,2915,2,5.96E-14,0.421296652,1.649736355,19.72556059,9.999999973,2.575986167,0.758854167,0.758854167,0.880313833
2919,2919,2,5.96E-14,0.391085516,1.647739065,19.71811109,9.999999974,2.579189571,0.758854167,0.758854167,0.880453802
1079,1079,2,2.45E-14,1.055941461,1.89414641,19.62127047,10,2.119323577,0.758854167,0.758854167,0.776767996
1676,1676,2,5.34E-14,0.295640343,1.624856625,19.54712925,9.999999851,2.363187604,0.758854167,0.758854167,0.809139485
2543,2543,2,5.87E-14,0.323609157,1.61661358,19.73569643,9.999999971,2.520604265,0.758854167,0.758854167,0.87799098
1546,1546,2,5.95E-14,0.386851013,1.647909939,19.71879278,9.999999973,2.578834559,0.758984375,0.758984375,0.880345914
2403,2403,2,6.75E-14,0.506474301,1.788681146,19.6030567,9.999999987,2.649766726,0.758984375,0.758984375,0.869389101
1399,1399,2,6.58E-14,0.651140399,1.66725316,19.80727179,9.999999964,2.496202888,0.758984375,0.758984375,0.878953125
1457,1457,2,5.95E-14,0.387384188,1.64823884,19.71851845,9.999999974,2.57908009,0.758984375,0.758984375,0.880342846
2282,2282,2,6.96E-14,0.795533744,1.766784115,19.58864197,9.999999986,2.673721525,0.759114583,0.759114583,0.871140515
1103,1103,2,2.46E-14,1.152074465,1.900091362,19.62407277,10,2.116139783,0.759114583,0.759114583,0.777004328
1764,1764,2,5.95E-14,0.391941992,1.647664875,19.71885338,9.999999974,2.578810338,0.759114583,0.759114583,0.880363105
2121,2121,2,2.89E-12,0.495674231,3.223354144,11.381011,9.999999921,2.636722748,0.759114583,0.759114583,0.637942196
1690,1690,2,6.88E-14,0.526655112,1.668738612,19.69266151,9.999999967,2.631554674,0.759114583,0.759114583,0.879194141
1492,1492,2,6.08E-14,0.432766975,1.688275231,19.69085248,9.999999982,2.594668295,0.759114583,0.759114583,0.877351845
2600,2600,2,1.53E-14,0.469172108,2.031415328,19.02747211,10,1.645223987,0.759114583,0.759114583,0.584502124
2023,2023,2,3.34E-12,0.50024098,3.281505392,11.08101767,9.999999922,2.646169003,0.759114583,0.759114583,0.631503457
2836,2836,2,6.76E-14,0.513774872,1.788513796,19.60321866,9.999999987,2.65018601,0.759244792,0.759244792,0.86940259
1436,1436,2,5.95E-14,0.386375644,1.648095213,19.71858185,9.999999974,2.579139134,0.759244792,0.759244792,0.880330284
2982,2982,2,9.49E-14,0.834331335,2.113600833,19.28462579,9.999999997,2.770825093,0.759244792,0.759244792,0.850017041
1870,1870,2,1.17E-13,0.902857986,1.978246304,19.70613184,10,3.659257687,0.759375,0.759375,0.817679059
2320,2320,2,5.56E-14,0.381781149,1.662242961,19.68928329,9.999999985,2.525932644,0.759375,0.759375,0.866208479
1840,1840,2,1.06E-13,0.560598991,1.478390354,19.98099879,9.999925545,2.602889153,0.759375,0.759375,0.933746083
2132,2132,2,2.88E-12,0.51986024,3.223854811,11.37893629,9.999999921,2.637088412,0.759375,0.759375,0.637989153
2574,2574,2,5.74E-14,0.475675883,1.605322681,19.75329065,9.999999975,2.527809003,0.759375,0.759375,0.881932348
1402,1402,2,5.91E-14,0.405897073,1.651926356,19.72059334,9.999999973,2.577324866,0.759375,0.759375,0.880429913
1161,1161,2,2.46E-14,1.153035912,1.899733263,19.62420863,10,2.116190076,0.759375,0.759375,0.776997079
2875,2875,2,6.76E-14,0.521030974,1.789196747,19.60296997,9.999999987,2.649954555,0.759375,0.759375,0.869365778
2329,2329,2,6.10E-14,0.414467143,1.673953908,19.70009135,9.999999977,2.594765573,0.759375,0.759375,0.879241819
2731,2731,2,4.41E-14,0.315709345,2.686137867,14.37129959,10,3.443867742,0.759505208,0.759505208,0.954047157
2846,2846,2,6.70E-14,0.550690232,1.785661276,19.60065625,9.999999987,2.647464415,0.759505208,0.759505208,0.86952608
2895,2895,2,6.76E-14,0.512557825,1.788914217,19.60356091,9.999999987,2.650575853,0.759505208,0.759505208,0.869399362
1768,1768,2,5.93E-14,0.369269194,1.639450427,19.72319321,9.999999973,2.563635005,0.759505208,0.759505208,0.879729174
2691,2691,2,7.75E-14,0.583954939,1.710328958,19.53661612,9.999999988,2.670808447,0.759505208,0.759505208,0.871516953
2675,2675,2,5.26E-14,0.377158793,1.675082493,19.66997766,9.999999991,2.488246857,0.759505208,0.759505208,0.856592801
1136,1136,2,2.12E-14,0.379558029,1.834946979,19.57676186,10,2.135577971,0.759635417,0.759635417,0.788477426
2098,2098,2,5.22E-14,0.255168106,1.630829985,19.76432344,9.999999983,2.553821656,0.759635417,0.759635417,0.890147585
2977,2977,2,2.45E-14,0.455199577,1.881731429,19.22436126,10,1.92890699,0.759635417,0.759635417,0.673321305
1755,1755,2,2.80E-12,0.487013524,3.085187133,11.33117118,9.999999912,2.691287653,0.759635417,0.759635417,0.641392991
2396,2396,2,6.32E-14,0.642211719,1.770879073,19.6531367,9.999999981,2.806154578,0.759765625,0.759765625,0.889321132
1638,1638,2,5.84E-14,0.51226015,1.693075148,19.72007827,9.999999975,2.590209102,0.759765625,0.759765625,0.881102667
2885,2885,2,1.22E-13,0.375541706,1.48378169,19.9196397,9.999995415,3.102399728,0.759765625,0.759765625,0.958622086
2495,2495,2,1.55E-13,0.816848532,1.969738905,19.59853573,9.999999697,3.234400745,0.759765625,0.759765625,0.961685546
2099,2099,2,7.29E-14,0.433796967,1.720019624,19.49017877,9.999999989,2.692625764,0.759765625,0.759765625,0.9081205
2344,2344,2,1.07E-13,0.406072717,1.495941212,19.96892926,9.999998149,2.993529673,0.759765625,0.759765625,0.98582354
2226,2226,2,5.97E-14,0.392349519,1.648666008,19.72181336,9.999999974,2.582938761,0.759895833,0.759895833,0.881562016
1084,1084,2,2.46E-14,1.137263376,1.918486246,19.62459618,10,2.125736823,0.759895833,0.759895833,0.776908696
2378,2378,2,2.32E-14,0.427883691,1.909495936,19.19450966,10,1.889138989,0.759895833,0.759895833,0.658692136
1304,1304,2,2.46E-14,1.152102723,1.900072689,19.62408476,10,2.116141356,0.759895833,0.759895833,0.777003871
2936,2936,2,7.76E-14,0.648637325,1.948538629,19.45766823,9.999999993,2.716869358,0.759895833,0.759895833,0.851754939
1214,1214,2,5.92E-14,0.352059817,1.650452958,19.7226584,9.999999973,2.575826702,0.759895833,0.759895833,0.879377955
2091,2091,2,5.39E-14,0.266528266,1.549238115,19.79999914,9.999999951,2.513025269,0.760026042,0.760026042,0.883743894
2425,2425,2,1.05E-14,0.448175053,2.134315358,18.7214217,10,1.238803259,0.760026042,0.760026042,0.4539172
2946,2946,2,5.95E-14,0.395859991,1.6484174,19.7175156,9.999999974,2.578892082,0.760026042,0.760026042,0.880414095
2810,2810,2,5.90E-14,0.380900355,1.645269037,19.70140948,9.999999968,2.556191964,0.76015625,0.76015625,0.873025269
2674,2674,2,6.02E-14,0.416763336,1.648641892,19.71835699,9.999999973,2.578571705,0.76015625,0.76015625,0.880752286
1312,1312,2,5.16E-14,0.485224425,1.691317881,19.70896766,9.999999997,2.503521347,0.76015625,0.76015625,0.863316585
1329,1329,2,5.95E-14,0.387081892,1.647652275,19.71858018,9.999999974,2.579115343,0.76015625,0.76015625,0.880335116
2778,2778,2,5.89E-14,0.315832291,1.653984225,19.72978494,9.999999972,2.570525367,0.760286458,0.760286458,0.878085273
1662,1662,2,6.02E-14,0.441472694,1.64481155,19.7122819,9.999999974,2.584317285,0.760286458,0.760286458,0.881630727
2835,2835,2,7.30E-14,0.541699147,1.884961168,19.53442203,9.99999999,2.692428728,0.760286458,0.760286458,0.860496805
2093,2093,2,3.43E-12,0.746794366,3.024275172,11.43794386,9.999999914,2.513092081,0.760286458,0.760286458,0.632582527
2453,2453,2,6.76E-14,0.513035495,1.788572987,19.60336623,9.999999987,2.650290036,0.760286458,0.760286458,0.869400578
2150,2150,2,5.98E-14,0.401628444,1.649081946,19.71912683,9.999999974,2.57979615,0.760416667,0.760416667,0.880196607
1649,1649,2,5.95E-14,0.373737375,1.651409904,19.71776966,9.999999973,2.580310074,0.760416667,0.760416667,0.880178265
1213,1213,2,5.92E-14,0.35895782,1.650746318,19.72343476,9.999999973,2.57579783,0.760416667,0.760416667,0.87940855
1490,1490,2,6.00E-14,0.396173213,1.640021609,19.7168126,9.999999974,2.582307773,0.760416667,0.760416667,0.880155556
2956,2956,2,7.52E-14,0.618003437,1.912063975,19.49075696,9.999999992,2.701676336,0.760546875,0.760546875,0.855776451
2822,2822,2,8.24E-14,0.714283103,1.690545562,19.65610952,9.999999958,2.698042594,0.760546875,0.760546875,0.878952704
2976,2976,2,1.74E-14,0.465963884,2.268125881,18.4470743,10,0.870213458,0.760546875,0.760546875,0.336588756
1324,1324,2,6.28E-14,0.537780714,1.657124511,19.76321469,9.999999969,2.536885117,0.760546875,0.760546875,0.879950632
1449,1449,2,1.08E-13,0.418310541,1.72796014,18.50322214,9.999999983,2.571325549,0.760546875,0.760546875,0.83793492
1660,1660,2,5.92E-14,0.243186931,1.644037252,19.76601171,9.999999976,2.596928698,0.760546875,0.760546875,0.88101139
2161,2161,2,2.89E-12,0.493244278,3.223121105,11.380465,9.999999921,2.636858422,0.760677083,0.760677083,0.637949326
1829,1829,2,1.27E-14,0.790519144,1.444359446,19.32824228,9.999999754,2.383372952,0.760677083,0.760677083,0.81815035
2972,2972,2,5.96E-14,0.389552103,1.647662685,19.71795105,9.999999974,2.579196406,0.760677083,0.760677083,0.880435959
1379,1379,2,1.41E-13,0.482631242,3.09655436,15.67405737,9.999999998,2.048050814,0.760677083,0.760677083,0.909322476
2599,2599,2,5.88E-14,0.397431553,1.642843532,19.68960384,9.999999966,2.549129675,0.760677083,0.760677083,0.870320245
1779,1779,2,7.69E-14,0.70493851,1.899195454,19.51468395,9.999999994,2.746451944,0.760807292,0.760807292,0.871526409
1508,1508,2,5.20E-14,0.514414008,1.686550768,19.70417642,9.999999997,2.508383032,0.760807292,0.760807292,0.864556822
1593,1593,2,5.55E-14,0.331370352,1.632668216,19.6087481,9.999999918,2.43842758,0.760807292,0.760807292,0.833544571
2119,2119,2,2.89E-12,0.487470458,3.223535449,11.38314403,9.999999921,2.636207853,0.7609375,0.7609375,0.637894711
2359,2359,2,1.13E-13,0.501236595,1.532394436,19.97524035,9.999997877,3.101960679,0.7609375,0.7609375,0.974496299
2352,2352,2,4.12E-14,0.341545667,2.224438663,19.20373424,9.999999991,2.487267717,0.7609375,0.7609375,0.871780994
1860,1860,2,2.89E-12,0.496725073,3.223638174,11.38090394,9.999999921,2.636611161,0.7609375,0.7609375,0.63794525
2480,2480,2,5.99E-14,0.395317999,1.65586574,19.71209324,9.999999975,2.582974041,0.7609375,0.7609375,0.879731313
1559,1559,2,5.98E-14,0.431249891,1.631875752,19.72456792,9.999999974,2.571928436,0.7609375,0.7609375,0.880230466
1370,1370,2,5.96E-14,0.384613381,1.647548652,19.71764302,9.999999974,2.579433491,0.7609375,0.7609375,0.880314767
2221,2221,2,4.28E-14,0.350414322,1.70863404,19.55842742,9.999999997,2.302072624,0.7609375,0.7609375,0.804516682
1612,1612,2,5.95E-14,0.387938312,1.647966893,19.71854928,9.999999974,2.579054295,0.7609375,0.7609375,0.880342921
2857,2857,2,6.76E-14,0.512513159,1.788677457,19.60324332,9.999999987,2.650287825,0.7609375,0.7609375,0.869411964
2656,2656,2,8.25E-14,0.40377544,1.627938948,19.70491704,9.999999577,2.722417958,0.761197917,0.761197917,0.897251676
1943,1943,2,4.78E-14,0.29082004,1.598486516,19.30735627,9.999998648,2.103594599,0.761197917,0.761197917,0.718677576
2185,2185,2,6.83E-14,0.568186831,1.782093087,19.60747472,9.999999988,2.669976776,0.761197917,0.761197917,0.875790274
2664,2664,2,6.53E-14,0.399696294,1.785473934,19.60412823,9.999999986,2.657949379,0.761197917,0.761197917,0.870179346
2668,2668,2,6.77E-14,0.486117154,1.788371259,19.60448099,9.999999987,2.64495356,0.761197917,0.761197917,0.869441945
1482,1482,2,5.33E-14,0.347362143,1.580048504,19.77288645,9.999999976,2.512930919,0.761328125,0.761328125,0.879497268
2922,2922,2,6.38E-14,0.549984717,1.742550085,19.64093226,9.999999991,2.62218006,0.761328125,0.761328125,0.874838976
1538,1538,2,5.94E-14,0.348382277,1.650271404,19.7156871,9.999999973,2.576250555,0.761328125,0.761328125,0.881268505
2123,2123,2,5.87E-14,0.30377141,1.656548818,19.73350005,9.999999971,2.568451236,0.761328125,0.761328125,0.877438288
2713,2713,2,3.79E-14,0.332605876,1.75464792,19.39365396,9.999999999,2.166609255,0.761328125,0.761328125,0.764779755
1547,1547,2,1.40E-14,0.528519844,2.297123909,19.40869683,9.999999966,1.558911772,0.761458333,0.761458333,0.677147766
1532,1532,2,5.97E-14,0.391743938,1.644641429,19.71796059,9.999999974,2.580368364,0.761458333,0.761458333,0.880268852
2802,2802,2,6.77E-14,0.504364014,1.789186132,19.59862636,9.999999987,2.649674712,0.761458333,0.761458333,0.869447538
1889,1889,2,6.53E-14,0.480380124,1.748507845,19.64631521,9.999999985,2.640876195,0.761588542,0.761588542,0.87615016
2307,2307,2,7.81E-14,0.580794406,1.726261843,19.97132012,9.999999999,3.045723756,0.761588542,0.761588542,0.975623138
1297,1297,2,1.06E-13,0.424143922,1.719267969,18.59415124,9.999999977,2.574104731,0.761588542,0.761588542,0.842521646
1563,1563,2,5.94E-14,0.379775047,1.646380578,19.71911475,9.999999974,2.579654562,0.761588542,0.761588542,0.880342555
1685,1685,2,5.95E-14,0.389237162,1.647979002,19.71861576,9.999999974,2.579014618,0.761588542,0.761588542,0.88034813
2991,2991,2,1.08E-13,0.539714308,1.441821414,19.81887893,9.999234607,2.889327794,0.76171875,0.76171875,0.955328175
1335,1335,2,6.10E-14,0.477089725,1.646743647,19.72729806,9.999999974,2.576754339,0.76171875,0.76171875,0.878525442
2489,2489,2,5.95E-14,0.372208712,1.656375243,19.71828819,9.999999975,2.57860177,0.76171875,0.76171875,0.879113572
1879,1879,2,4.66E-14,0.251452124,1.339198165,19.68353519,9.999999631,1.817526569,0.761848958,0.761848958,0.779696217
1506,1506,2,5.94E-14,0.38007578,1.648704126,19.71984482,9.999999973,2.577980767,0.761848958,0.761848958,0.880081057
1351,1351,2,1.19E-13,0.431630979,1.734148558,18.35862739,9.999999978,2.573111957,0.761979167,0.761979167,0.834598629
2285,2285,2,5.98E-14,0.395841464,1.65216044,19.71613339,9.999999974,2.581509439,0.761979167,0.761979167,0.880138693
2083,2083,2,6.14E-14,0.414142579,1.682403072,19.69237131,9.999999978,2.60136911,0.761979167,0.761979167,0.878946661
2212,2212,2,6.75E-14,0.518946059,1.789063349,19.60139207,9.999999987,2.650118824,0.761979167,0.761979167,0.869369848
1334,1334,2,5.95E-14,0.388077185,1.64836086,19.71880044,9.999999974,2.579072929,0.761979167,0.761979167,0.880357999
2617,2617,2,5.59E-14,0.29291225,1.558428119,19.78319501,9.999999943,2.535892372,0.761979167,0.761979167,0.885914959
2412,2412,2,6.74E-14,0.506691488,1.790135631,19.6038539,9.999999987,2.651223266,0.761979167,0.761979167,0.869334442
2484,2484,2,6.73E-14,0.496386473,1.791201905,19.60291664,9.999999987,2.64803533,0.761979167,0.761979167,0.86950494
1353,1353,2,5.94E-14,0.390235857,1.648703137,19.71842107,9.999999973,2.578877406,0.761979167,0.761979167,0.880345133
1617,1617,2,5.95E-14,0.388135792,1.648051835,19.71855996,9.999999974,2.578955142,0.761979167,0.761979167,0.880342096
2866,2866,2,5.68E-14,0.216480205,1.549963251,19.3950534,9.999990219,2.220551149,0.762109375,0.762109375,0.750645031
1477,1477,2,1.62E-14,0.305951089,1.487531096,17.73801282,9.999999963,2.589565295,0.762109375,0.762109375,0.96590756
1632,1632,2,7.13E-14,0.638168082,1.818201024,19.57372886,9.999999992,2.695702756,0.762109375,0.762109375,0.875602284
2687,2687,2,6.68E-14,0.738004521,1.801148191,19.57139751,9.999999987,2.63835839,0.762109375,0.762109375,0.86888399
2044,2044,2,2.70E-12,0.459938019,3.221559221,11.35820534,9.999999911,2.650052873,0.762239583,0.762239583,0.636998556
2188,2188,2,6.76E-14,0.512184685,1.788681694,19.60318513,9.999999987,2.650194612,0.762239583,0.762239583,0.86939959
1350,1350,2,5.95E-14,0.388221013,1.647976634,19.7184579,9.999999974,2.579050466,0.762369792,0.762369792,0.880340141
2245,2245,2,6.33E-14,0.477303708,1.729136366,19.6063788,9.999999976,2.582684687,0.762369792,0.762369792,0.859401525
2603,2603,2,7.40E-14,0.782369446,1.65375284,19.91932101,9.999999998,2.939516666,0.762369792,0.762369792,0.998058495
2740,2740,2,6.00E-14,0.426643282,1.644679744,19.71172473,9.999999974,2.583594672,0.7625,0.7625,0.881613464
1738,1738,2,6.19E-14,0.420510906,1.657026603,19.78520508,9.999999987,2.663832784,0.762630208,0.762630208,0.908300515
