,trialId,foodDist,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfLayingPheromone,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation,fitnessScore,fitness,ProbabilityOfSwitchingToSearching
242,242,2,2.28E-14,4.643761205,1.601058972,0.030365636,8.774363761,10.80263247,0.6703125,0.6703125,0.978734801
373,373,2,4.44E-07,2.66784309,8.164510952,10.5615839,9.35989337,3.645947866,0.670572917,0.670572917,0.74236173
2816,2816,2,5.75E-12,4.999999669,7.957028187,19.60664201,9.999996291,2.942657479,0.670572917,0.670572917,0.770992078
993,993,2,8.76E-14,4.992587248,0.428173245,1.186859324,10,0.902505213,0.670572917,0.670572917,0.134484189
2647,2647,2,4.91E-05,3.666897101,14.28475385,16.64416034,9.998382502,2.316845905,0.670572917,0.670572917,0.990275395
1408,1408,2,2.82E-07,5,9.886488489,17.8869529,10,3.068066502,0.670572917,0.670572917,0.110351979
449,449,2,3.08E-14,4.999999451,1.212946432,19.87158028,10,11.95845949,0.670703125,0.670703125,0.926102131
992,992,2,5.41E-14,4.473689368,0.065088383,3.30139541,10,0.655707808,0.670703125,0.670703125,0.878237253
1857,1857,2,1.47E-12,4.991917443,19.70122981,3.95408472,9.995008647,9.06755664,0.670703125,0.670703125,0.878304933
318,318,2,8.05E-14,5,0.09745202,19.75642995,10,11.71848439,0.670963542,0.670963542,0.02898875
2309,2309,2,4.22E-12,5,1.622648466,12.0897029,9.999975349,12.33847177,0.67109375,0.67109375,0.909782952
1891,1891,2,6.21E-09,4.948990792,14.06610967,11.27471938,5.157942399,1.672653041,0.67109375,0.67109375,0.35903005
2316,2316,2,1.90E-13,5,19.16854223,5.902283515,9.999999546,5.050919327,0.67109375,0.67109375,0.985362736
2322,2322,2,1.61E-11,0.479510017,6.64416973,10.43557419,9.999981928,3.983622223,0.67109375,0.67109375,0.677310726
527,527,2,4.89E-13,4.999999841,5.809939789,10.35939951,9.999999994,5.68983318,0.67109375,0.67109375,0.50969208
1909,1909,2,3.22E-14,4.997465534,0.107438172,18.00277231,9.999999021,0.527559879,0.671223958,0.671223958,0.857772803
1315,1315,2,2.94E-11,3.040748362,13.10158002,16.92905843,9.999999807,2.339378863,0.671354167,0.671354167,0.929489644
1919,1919,2,1.24E-14,2.287058181,6.418759746,19.68366341,10,0.878480357,0.671354167,0.671354167,0.900522547
887,887,2,1.23E-14,3.783116152,1.13627933,0.749314436,10,1.774288923,0.671354167,0.671354167,0.230753913
536,536,2,7.09E-14,5,0.162287933,19.17132067,2.892858383,11.94015792,0.671354167,0.671354167,0.022775742
1681,1681,2,3.54E-07,4.999999731,18.05725558,14.84823279,10,1.873976284,0.671484375,0.671484375,0.998065008
2152,2152,2,6.14E-11,4.999686546,7.892795527,0.094191928,9.99999872,5.659957104,0.671614583,0.671614583,0.366492233
722,722,2,1.32E-14,5,16.84720238,0.718740926,8.474796429,2.281703343,0.671614583,0.671614583,0.022715463
2532,2532,2,5.72E-09,2.248957045,12.61052853,2.994758775,9.999999753,10.82369927,0.671614583,0.671614583,0.115974072
2931,2931,2,2.67E-10,4.999993069,9.831797458,17.44364595,9.999999999,4.086796014,0.671614583,0.671614583,0.111029143
2409,2409,2,7.40E-14,4.999984964,14.20236691,8.018324837,9.999999996,2.987513671,0.671744792,0.671744792,0.78204244
1824,1824,2,2.72E-12,5,4.106844914,8.568301003,9.696001823,10.98471006,0.671875,0.671875,0.100211064
1019,1019,2,3.84E-06,4.999988605,8.321349025,8.230177008,10,4.134204605,0.671875,0.671875,0.171985513
505,505,2,1.60E-14,5,18.50513285,0.497043736,10,12.38694565,0.672005208,0.672005208,0.986513419
2993,2993,2,3.27E-05,4.996744961,2.372023004,11.33357167,10,11.77821421,0.672005208,0.672005208,0.782977787
828,828,2,0.000193706,5,19.54015197,1.147848423,10,12.34912085,0.672135417,0.672135417,0.071264552
476,476,2,7.07E-12,5,1.19132607,0.342371531,9.836207376,11.47602728,0.672135417,0.672135417,0.983667958
2128,2128,2,0.000316005,5,6.032839743,11.30525061,0.911617513,1.282367638,0.672265625,0.672265625,0.387490661
897,897,2,1.37E-14,5,0.548059121,1.254506206,9.999999988,0.582945235,0.672265625,0.672265625,0.035698036
2428,2428,2,7.96E-14,4.999971856,13.60707996,19.49372509,9.996503177,1.618255978,0.672395833,0.672395833,0.120923672
2716,2716,2,2.86E-14,0.098531403,0.550355673,15.25523362,9.999998776,1.971702874,0.672395833,0.672395833,0.850650357
1203,1203,2,0.000186576,4.999976356,17.02287926,2.990848553,10,9.060223791,0.672395833,0.672395833,0.289386067
1749,1749,2,1.13E-11,5,5.771168351,15.7262057,9.999999999,0.335516328,0.672395833,0.672395833,0.889891129
436,436,2,2.90E-14,5,19.94212257,18.23123958,9.985832896,1.813231923,0.67265625,0.67265625,0.837498396
845,845,2,5.94E-14,3.543765077,3.331155285,2.485748392,9.973193359,12.17406253,0.67265625,0.67265625,0.861368686
866,866,2,3.58E-14,4.88775186,9.884921963,0.696235849,8.438354417,1.545525518,0.672786458,0.672786458,0.045168187
1592,1592,2,2.84E-06,4.997632776,0.736953626,8.439336095,9.9986554,11.51194001,0.672786458,0.672786458,0.325660791
186,186,2,5.49E-10,5,19.91295678,0.057717179,5.226196586,0.196098814,0.672916667,0.672916667,0.979294909
909,909,2,7.00E-13,4.585264106,18.21819679,0.56452488,10,12.29787628,0.672916667,0.672916667,0.952631818
55,55,2,1.69E-14,5,16.68733118,18.74193251,0.245058513,2.37865973,0.672916667,0.672916667,0.132046042
881,881,2,7.72E-14,5,4.422220614,0.906100269,10,11.10846345,0.673177083,0.673177083,0.919538979
748,748,2,5.96E-05,5,0.193924615,19.23039744,6.748875716,0.863104032,0.673177083,0.673177083,0.972250234
1794,1794,2,0.000183345,3.590038168,11.18921526,5.672422351,10,5.278477528,0.673177083,0.673177083,0.370295112
1365,1365,2,1.54E-06,5,18.67699916,2.15937354,9.999988366,12.37828051,0.673177083,0.673177083,0.308118552
1376,1376,2,0.002059823,5,0.240476416,17.94134849,9.990090175,0.077302919,0.673177083,0.673177083,0.152562247
2552,2552,2,3.89E-14,4.999999997,11.59623768,3.206914871,4.133863413,9.16023034,0.673307292,0.673307292,0.587175456
1682,1682,2,1.39E-14,4.953569226,15.42206038,7.501208931,9.993079671,5.927370883,0.673307292,0.673307292,0.925787969
2705,2705,2,1.54E-06,5,0.211853622,19.96815816,5.020618212,0.452618165,0.6734375,0.6734375,0.921018635
2034,2034,2,4.07E-12,4.999999041,5.629465449,0.077458659,10,11.14680547,0.673567708,0.673567708,0.354825358
223,223,2,1.21E-13,1.86213051,18.82137904,2.634612248,6.750459058,12.13389508,0.673697917,0.673697917,0.186603802
1111,1111,2,2.43E-14,0.047676191,12.15492212,5.752081285,9.995757478,3.733238259,0.673697917,0.673697917,0.80735451
1466,1466,2,2.46E-10,4.999881666,19.17365767,18.69067123,10,1.997058641,0.673697917,0.673697917,0.843017555
51,51,2,2.98E-07,5,19.84838531,19.93192082,10,1.890319511,0.673697917,0.673697917,0.219554386
791,791,2,1.29E-14,4.684729301,0.32497834,17.39657328,10,12.17671714,0.673697917,0.673697917,0.817126336
1977,1977,2,1.26E-13,4.739275448,10.79241931,7.00472151,4.96430701,0.810416697,0.673697917,0.673697917,0.200638336
966,966,2,6.70E-13,5,1.861505938,0.174743353,10,12.45375629,0.673697917,0.673697917,0.926435762
2104,2104,2,7.37E-09,4.999999971,18.07014906,1.13878251,9.995917706,11.94909809,0.673828125,0.673828125,0.882526196
882,882,2,1.07E-13,4.998338664,19.82056137,1.242932011,10,12.12988712,0.673828125,0.673828125,0.944063937
2356,2356,2,1.67E-14,3.412433085,0.516833889,19.77301546,9.999999764,1.110441598,0.673828125,0.673828125,0.742479395
2613,2613,2,1.24E-11,4.928290191,6.562217765,12.12722176,10,2.020270597,0.673958333,0.673958333,0.978120891
1412,1412,2,1.49E-07,4.999958007,8.624538815,3.661485745,10,9.119910027,0.674088542,0.674088542,0.968326197
1167,1167,2,5.87E-13,4.593872091,8.525399947,18.8279916,9.999497713,1.852182496,0.674088542,0.674088542,0.16299655
573,573,2,1.65E-14,5,0.174853382,17.31978522,10,0.696515421,0.674088542,0.674088542,0.825639016
1623,1623,2,9.50E-05,5,3.29517609,19.57938017,9.999755193,9.428469996,0.67421875,0.67421875,0.257907252
711,711,2,5.14E-11,4.385904038,0.900053776,19.32891585,10,12.47383979,0.67421875,0.67421875,0.979923636
967,967,2,1.45E-09,5,0.275733915,2.1016896,8.21368414,12.05183081,0.67421875,0.67421875,0.970722453
19,19,2,7.13E-11,4.934358122,8.801615238,12.529006,10,2.075871384,0.674348958,0.674348958,0.638635874
526,526,2,1.35E-14,5,14.45765869,6.362610184,10,4.094448116,0.674479167,0.674479167,0.498731904
234,234,2,1.15E-08,5,0.649322443,1.516572928,10,12.29270739,0.674479167,0.674479167,0.071779986
753,753,2,5.40E-14,5,0.675523954,0.287574629,9.999999385,0.662012494,0.674479167,0.674479167,0.068274518
2967,2967,2,8.86E-05,5,10.01272438,1.079211915,10,2.950504634,0.674479167,0.674479167,0.015852789
2717,2717,2,8.73E-14,4.999913392,10.60673398,16.18475838,9.999745347,1.595614338,0.674479167,0.674479167,0.518407097
2203,2203,2,3.44E-13,4.977359676,5.783988256,17.64086938,9.999999945,4.035293514,0.674609375,0.674609375,0.634877047
388,388,2,2.13E-14,5,0.234218852,13.05379737,10,12.02316702,0.674739583,0.674739583,0.081235752
256,256,2,2.75E-14,5,0.102955078,18.53465565,10,1.170872539,0.674739583,0.674739583,0.812339327
497,497,2,1.01E-11,4.996482812,0.417805565,19.11205207,10,11.0295133,0.675,0.675,0.887124121
1558,1558,2,3.53E-05,4.865573133,14.26186045,1.584938729,9.973072282,10.65361948,0.675,0.675,0.195839699
2241,2241,2,3.31E-14,4.810301799,0.523622916,17.78878654,9.999996176,0.315201774,0.675,0.675,0.872924221
1289,1289,2,2.07E-08,4.999999633,9.174633002,1.125518009,9.999964193,12.35835657,0.675130208,0.675130208,0.319464228
1185,1185,2,8.74E-14,4.999998904,2.411322509,18.42852376,10,10.79344256,0.675130208,0.675130208,0.875230136
2003,2003,2,2.76E-05,4.999907937,17.15877318,4.788911072,10,6.816194958,0.675390625,0.675390625,0.935007849
1699,1699,2,7.00E-08,5,0.683038386,18.10090908,10,10.83299648,0.675520833,0.675520833,0.101437575
1818,1818,2,0.00034902,5,3.343198653,14.09565145,10,6.838483803,0.675520833,0.675520833,0.996267502
1369,1369,2,2.43E-06,5,0.528129948,17.57781447,9.997392513,0.703875695,0.675651042,0.675651042,0.376819276
1843,1843,2,3.05E-14,4.999998306,5.716314546,18.82254882,9.573768349,2.777011669,0.675651042,0.675651042,0.525959962
765,765,2,5.10E-14,3.478731242,1.127986499,8.745495938,10,12.43268704,0.675651042,0.675651042,0.958610545
288,288,2,2.89E-14,4.815784411,0.230523136,0.821468467,10,0.605866348,0.675911458,0.675911458,0.931253199
1309,1309,2,1.04E-13,4.999999855,4.131973708,16.37108877,9.998264897,7.626451843,0.676041667,0.676041667,0.806088904
2216,2216,2,3.39E-05,4.978793387,1.571035551,13.19440495,9.321833325,11.35366388,0.676041667,0.676041667,0.667338767
1364,1364,2,2.63E-12,4.999999999,2.925884499,12.82734542,9.999999987,8.480912355,0.676171875,0.676171875,0.739192747
848,848,2,8.81E-14,4.99999999,1.322783195,19.45794194,10,0.084961223,0.676171875,0.676171875,0.030023669
1778,1778,2,4.21E-14,5,1.19427116,14.96825973,10,8.565657655,0.676171875,0.676171875,0.553644408
1633,1633,2,3.17E-12,5,7.65616028,4.338638107,9.999999567,8.731430788,0.676171875,0.676171875,0.204241616
2747,2747,2,4.98E-05,5,9.834005571,0.024017541,9.999892156,1.695830446,0.676302083,0.676302083,0.600878696
2057,2057,2,3.01E-08,5,11.87147415,14.14075837,9.999993916,3.525487012,0.676432292,0.676432292,0.154036693
1580,1580,2,1.17E-10,3.721324027,6.421724433,13.7842409,9.999999919,1.755986459,0.676432292,0.676432292,0.918689402
2211,2211,2,6.88E-14,4.99998625,4.720240857,18.1933807,9.999994505,0.952187071,0.676692708,0.676692708,0.809753181
1578,1578,2,3.04E-07,4.99996949,7.637010288,7.360221286,8.949747295,1.480723262,0.676822917,0.676822917,0.082780069
1884,1884,2,0.000754022,4.883537545,17.26620097,6.164395362,9.999999907,1.499991425,0.676822917,0.676822917,0.711696319
284,284,2,0.003350465,2.401384752,2.919019881,19.82723494,10,0.369730327,0.676822917,0.676822917,0.127838749
807,807,2,3.03E-05,5,19.92779324,0.500517311,7.401016896,10.43948309,0.676822917,0.676822917,0.980989929
120,120,2,3.83E-14,4.202933771,6.756505112,0.117575296,7.851880029,9.111287517,0.676953125,0.676953125,0.050169575
1259,1259,2,1.18E-08,4.999988702,8.572799666,8.38550359,9.998700153,1.983910545,0.676953125,0.676953125,0.554840136
2478,2478,2,2.70E-14,4.999999987,17.47898184,3.704615381,9.999517263,8.665317186,0.676953125,0.676953125,0.239183601
361,361,2,1.12E-14,5,1.983657357,18.50753471,10,11.15807664,0.677213542,0.677213542,0.96937378
941,941,2,2.10E-14,4.468447384,17.64975351,0.161231853,5.794408934,10.79581708,0.67734375,0.67734375,0.019005013
1355,1355,2,2.27E-05,5,11.03089338,8.577856746,9.999963301,2.006015559,0.67734375,0.67734375,0.158350713
506,506,2,7.24E-14,5,0.270869738,18.70206895,9.845304054,12.42134316,0.67734375,0.67734375,0.2488731
175,175,2,1.59E-14,4.999756216,0.145040632,0.544634871,0.629029721,0.47688034,0.677473958,0.677473958,0.839895648
686,686,2,2.73E-14,4.117777079,18.45515934,0.773930837,6.308156365,12.11037621,0.677604167,0.677604167,0.390337611
239,239,2,2.26E-14,5,0.606731656,19.52053807,9.45621904,12.48595021,0.677734375,0.677734375,0.049140395
1000,1000,2,7.11E-14,4.99997705,19.9705894,1.220784185,10,12.03033749,0.677734375,0.677734375,0.206368265
2912,2912,2,3.93E-13,4.997181664,8.450396116,2.762415682,9.99999955,10.74158908,0.677864583,0.677864583,0.572061284
453,453,2,2.37E-13,5,19.06855207,0.222155769,3.663730441,0.977050563,0.677994792,0.677994792,0.367227252
67,67,2,8.28E-14,5,19.36158711,0.853621548,10,12.46483027,0.677994792,0.677994792,0.472298526
460,460,2,1.28E-14,4.92724077,0.580293584,18.05284623,10,11.84224876,0.677994792,0.677994792,0.057921028
2556,2556,2,1.45E-06,4.94939254,5.677041596,8.026681861,9.999999704,4.524333013,0.678125,0.678125,0.316185056
1694,1694,2,2.23E-11,3.953195083,6.572007265,8.785597229,9.999999999,2.830825997,0.678255208,0.678255208,0.653985319
2048,2048,2,1.13E-14,2.523016313,12.30906796,6.483163777,10,3.748308329,0.678385417,0.678385417,0.779473813
797,797,2,5.78E-13,5,19.99352133,0.519520814,10,11.85917854,0.678385417,0.678385417,0.870364402
2575,2575,2,1.27E-13,0.07577632,1.122634418,18.44110319,9.999999982,2.997776708,0.678385417,0.678385417,0.850436898
859,859,2,6.45E-14,5,17.14870711,1.133467293,10,7.449271093,0.678385417,0.678385417,0.030443189
298,298,2,1.58E-13,5,2.595392163,19.23694143,6.7591053,2.179620273,0.678385417,0.678385417,0.03482093
2184,2184,2,0.000115628,4.999999977,0.195586479,10.49750762,9.999971519,10.74564138,0.678515625,0.678515625,0.167300742
2300,2300,2,1.81E-05,4.999999791,7.007010634,4.515506604,9.999999998,6.611389074,0.678515625,0.678515625,0.415138068
759,759,2,3.59E-14,4.724490489,0.613686325,2.54040105,9.761050487,10.79230878,0.678515625,0.678515625,0.952739477
480,480,2,0.000677884,5,0.231920579,18.8267001,10,0.537628338,0.678515625,0.678515625,0.980553432
216,216,2,7.31E-14,5,0.533168659,9.267798306,9.958264826,0.622290144,0.678515625,0.678515625,0.978123725
2433,2433,2,0.000844127,5,18.88597232,2.348102473,9.999999996,8.163176361,0.678515625,0.678515625,0.296095068
1143,1143,2,7.86E-10,5,19.89913234,5.862734585,9.986833017,5.490265213,0.678645833,0.678645833,0.820567604
666,666,2,3.79E-13,5,19.59909554,0.451681648,10,0.516836651,0.678776042,0.678776042,0.381693467
921,921,2,1.16E-12,5,19.57835251,0.577722977,9.175199418,0.362259292,0.678776042,0.678776042,0.818970302
817,817,2,5.15E-14,4.547954442,3.812493009,0.522178811,9.999974941,0.664097136,0.67890625,0.67890625,0.985968866
2767,2767,2,5.57E-14,3.89564532,0.023789153,15.10755715,10,2.551307682,0.679036458,0.679036458,0.741262267
945,945,2,0.000268825,5,0.462558218,17.97698045,10,0.131893394,0.679036458,0.679036458,0.915118861
73,73,2,3.50E-14,4.999978825,4.150001087,5.487068329,10,9.90201524,0.679036458,0.679036458,0.043376341
907,907,2,1.19E-12,4.993108015,0.850602623,19.30203422,10,12.39384722,0.679036458,0.679036458,0.953334481
2622,2622,2,8.72E-12,4.999644483,0.707395175,19.11362686,10,0.098023279,0.679166667,0.679166667,0.861383087
2913,2913,2,8.44E-11,4.999960975,4.617193729,9.931154535,9.999999976,5.774350381,0.679166667,0.679166667,0.388510091
1848,1848,2,4.46E-12,4.959920479,6.792241605,11.48383086,9.999999894,2.64486355,0.679296875,0.679296875,0.604253836
852,852,2,2.44E-09,4.98299785,8.385894138,0.138167865,10,1.292764465,0.679296875,0.679296875,0.384305434
2289,2289,2,2.58E-11,5,4.422614541,0.821244663,9.999985427,0.248347787,0.679296875,0.679296875,0.869721232
786,786,2,1.96E-14,4.993980788,0.383076774,0.879976525,10,3.698516315,0.679296875,0.679296875,0.178002017
1282,1282,2,0.000332608,5,7.048132838,19.40167727,9.970217651,1.14199987,0.679427083,0.679427083,0.457441631
208,208,2,2.08E-14,5,14.06637941,0.141310918,10,11.82477974,0.679557292,0.679557292,0.972294706
2321,2321,2,2.05E-13,4.999963526,0.329058268,13.85601217,9.999997756,1.945120237,0.679557292,0.679557292,0.917377401
326,326,2,1.58E-14,4.987851722,2.418520395,0.081558944,10,1.327357798,0.679557292,0.679557292,0.927266072
2326,2326,2,1.47E-09,5,3.14361852,0.499778767,9.999999994,2.165672148,0.679817708,0.679817708,0.102473619
727,727,2,7.57E-14,5,16.63429193,1.65943629,10,11.74811668,0.679817708,0.679817708,0.102741351
2888,2888,2,2.69E-14,4.999998695,0.194325034,5.056612771,9.825467621,1.80206142,0.679817708,0.679817708,0.928940599
375,375,2,3.02E-11,5,12.28638587,3.855908141,9.983485738,8.081778155,0.679817708,0.679817708,0.653062689
435,435,2,1.60E-13,5,1.537852524,1.199955713,0.509069064,11.6142349,0.679947917,0.679947917,0.131319335
591,591,2,1.17E-14,4.557512075,7.875755011,0.271819569,9.999999917,0.315179723,0.679947917,0.679947917,0.073688274
1914,1914,2,1.22E-13,1.381022643,3.257275526,8.343449347,9.992670704,9.509816444,0.680078125,0.680078125,0.951551588
2571,2571,2,7.57E-14,5,10.61161399,0.402325657,8.613137772,6.216287751,0.680078125,0.680078125,0.566877629
2167,2167,2,1.32E-09,4.999961539,5.327212202,19.25912508,10,5.400434289,0.680208333,0.680208333,0.906930204
179,179,2,1.33E-14,5,1.197830995,16.35796201,1.729989624,11.57631262,0.680338542,0.680338542,0.970183588
1626,1626,2,0.00023319,4.996595558,1.271991587,2.170875909,10,10.10666085,0.68046875,0.68046875,0.669819497
1274,1274,2,1.31E-08,4.999999965,2.439344013,0.66441881,9.91885794,0.602478907,0.68046875,0.68046875,0.19637306
1118,1118,2,5.20E-14,4.531377664,0.510570075,18.80014747,10,1.280505401,0.68046875,0.68046875,0.767229915
127,127,2,4.06E-06,4.993123642,18.39577869,7.308983254,9.999705231,0.963292339,0.680598958,0.680598958,0.177496773
2630,2630,2,2.70E-07,5,1.044833836,19.32982816,10,10.24774753,0.680729167,0.680729167,0.490986631
2828,2828,2,0.000234685,5,0.044456131,15.59751523,10,11.45772345,0.680859375,0.680859375,0.125240285
254,254,2,8.32E-13,5,18.0370034,0.018266397,9.995262123,0.549287242,0.680859375,0.680859375,0.949829998
1845,1845,2,4.69E-14,4.142751718,0.090022715,18.99628185,9.999999818,1.545958279,0.680989583,0.680989583,0.737521519
872,872,2,1.86E-14,5,2.552105701,0.455497224,9.98738472,12.12393876,0.680989583,0.680989583,0.181447156
2758,2758,2,7.29E-13,5,5.282942103,9.864633327,10,3.808684913,0.680989583,0.680989583,0.872575655
172,172,2,1.71E-14,3.955016621,18.51968061,0.087791523,10,3.210016202,0.680989583,0.680989583,0.977509208
310,310,2,1.38E-14,4.999999983,19.27315535,0.002067334,10,0.715413219,0.680989583,0.680989583,0.98673478
2277,2277,2,6.44E-13,5,1.182236969,16.27367539,10,0.151212144,0.681119792,0.681119792,0.721704992
855,855,2,1.86E-13,3.927142045,8.644000873,0.383739797,10,0.646266174,0.681119792,0.681119792,0.949737216
2749,2749,2,4.64E-08,0.95013945,7.124193435,9.353168346,9.99999895,3.060257553,0.68125,0.68125,0.0582686
2013,2013,2,2.11E-09,5,3.369927288,0.18597535,9.999912872,2.004982074,0.68125,0.68125,0.997248574
2854,2854,2,1.63E-12,4.999999999,6.446635582,17.87026067,9.999053687,3.559269174,0.68125,0.68125,0.148468382
433,433,2,4.88E-12,1.329208916,2.628776996,17.41012056,4.470840905,11.00337999,0.681380208,0.681380208,0.063028088
2819,2819,2,2.43E-08,4.999999995,8.33252826,7.685754695,9.999999999,4.992501879,0.681380208,0.681380208,0.423868795
988,988,2,1.41E-11,5,3.052773797,1.893168626,9.191856155,12.53392391,0.681510417,0.681510417,0.250821149
2569,2569,2,2.41E-11,4.999996073,0.299628008,0.072433176,9.999999367,8.233389971,0.681510417,0.681510417,0.460547291
2980,2980,2,4.87E-14,0.066760725,1.471225134,19.88034808,9.999999913,2.447970297,0.681510417,0.681510417,0.884354679
2162,2162,2,0.000386704,4.999999971,17.20487079,5.193562681,10,5.314216567,0.681640625,0.681640625,0.838386402
334,334,2,5.98E-14,5,1.828491021,18.27528685,9.740155634,11.38717894,0.681640625,0.681640625,0.059878181
530,530,2,1.13E-14,4.999862926,0.51751589,4.021597943,9.999655785,11.24663094,0.681770833,0.681770833,0.980236761
1899,1899,2,2.18E-14,4.999998884,8.659101031,8.615495487,10,1.831769048,0.681770833,0.681770833,0.820087137
233,233,2,3.36E-14,5,3.124774413,3.311469417,10,12.37249738,0.681770833,0.681770833,0.997727206
293,293,2,1.20E-07,4.619261657,7.761872609,0.208220785,9.999999494,1.452037957,0.681901042,0.681901042,0.934168224
1984,1984,2,0.001671581,4.999999554,12.74522434,3.961677935,9.999970117,4.67919989,0.681901042,0.681901042,0.207519385
279,279,2,3.10E-13,4.844519031,16.41841925,0.249290912,9.453113448,10.92703512,0.681901042,0.681901042,0.953354404
507,507,2,9.49E-14,4.511654056,0.776810585,17.84947293,7.148575598,0.573760143,0.681901042,0.681901042,0.869720626
902,902,2,1.03E-14,4.88327995,18.77903754,1.248361965,9.978980131,10.11601279,0.681901042,0.681901042,0.034623411
1864,1864,2,1.71E-13,4.999999999,19.88943966,2.908306611,9.99983489,9.196157431,0.68203125,0.68203125,0.565928522
1288,1288,2,1.20E-11,5,8.762598226,0.828422107,10,12.2046807,0.682161458,0.682161458,0.949687174
969,969,2,1.36E-14,5,18.51046375,0.75610458,9.714662636,0.081996304,0.682161458,0.682161458,0.84700241
1811,1811,2,5.22E-10,4.900614742,4.755380875,18.05905396,9.999999163,3.448332866,0.682291667,0.682291667,0.619539742
2996,2996,2,1.55E-06,4.999999998,9.083883564,6.591145719,9.999990417,1.44263415,0.682291667,0.682291667,0.690466583
943,943,2,2.20E-11,4.999995127,5.455204459,17.9465785,10,0.152109895,0.682291667,0.682291667,0.381991098
2842,2842,2,0.00010542,5,13.16309186,5.784446625,10,3.216827663,0.682421875,0.682421875,0.386120589
2745,2745,2,7.15E-13,4.999999999,0.243124293,10.04023799,9.998647267,8.840483259,0.682421875,0.682421875,0.435516243
1255,1255,2,8.06E-05,4.999999984,15.21123322,0.7108653,9.999015418,0.051453659,0.682421875,0.682421875,0.383657289
782,782,2,7.25E-05,4.060318804,3.349628104,1.117689341,9.493128274,0.545839738,0.682552083,0.682552083,0.036758267
2611,2611,2,1.73E-09,5,0.145783962,5.38083657,10,11.78519234,0.682552083,0.682552083,0.809685241
2156,2156,2,2.57E-08,5,8.756184693,11.96105092,9.999999997,3.13862215,0.682552083,0.682552083,0.09734047
1785,1785,2,1.85E-14,4.644437198,0.481923395,19.71409853,9.999999985,2.714818113,0.682682292,0.682682292,0.946569618
1703,1703,2,4.01E-07,4.999972114,3.983001537,17.90935722,9.999996661,6.937786106,0.682682292,0.682682292,0.358337854
800,800,2,1.97E-14,5,0.750849912,18.58573564,10,6.62269383,0.682682292,0.682682292,0.988004073
426,426,2,1.30E-14,5,0.04762611,4.20404027,10,2.866468526,0.682682292,0.682682292,0.091285812
328,328,2,5.40E-14,3.631829303,9.972318998,2.682185446,10,0.903561348,0.6828125,0.6828125,0.029897575
2601,2601,2,4.52E-07,5,15.21221878,0.727953101,10,11.48971909,0.683072917,0.683072917,0.3234921
1588,1588,2,1.90E-09,5,18.40610806,4.576173228,9.955491554,5.760591741,0.683203125,0.683203125,0.815017272
964,964,2,0.002684449,3.86027439,2.263369123,19.04134729,10,0.235004916,0.683333333,0.683333333,0.064764072
2839,2839,2,9.76E-05,4.999178507,6.714748718,4.457383818,3.653783573,6.412412885,0.683333333,0.683333333,0.541865112
1077,1077,2,1.35E-13,5,5.185043068,14.36932818,9.314523675,0.359431529,0.683333333,0.683333333,0.591276316
755,755,2,9.63E-11,5,19.59557181,0.055041849,10,10.67700462,0.683333333,0.683333333,0.035589971
446,446,2,7.99E-07,1.888810373,0.136309466,18.38796144,7.615291831,12.38389518,0.68359375,0.68359375,0.930116676
1040,1040,2,1.13E-14,5,9.330718327,0.863525839,6.638128871,0.009108769,0.683723958,0.683723958,0.963448028
2602,2602,2,1.13E-09,4.728089085,0.317705891,9.09957189,9.999999989,5.764402153,0.683723958,0.683723958,0.566506434
174,174,2,1.04E-13,1.219654754,0.724242475,0.660632799,10,0.172320251,0.683854167,0.683854167,0.070929264
542,542,2,4.60E-08,5,0.176153651,19.89466835,9.794902307,0.120166584,0.683854167,0.683854167,0.901715889
1003,1003,2,1.54E-13,5,4.319509138,16.61235269,9.981121091,0.012123364,0.683984375,0.683984375,0.928492292
590,590,2,7.58E-13,3.422505851,0.069232367,18.65700846,9.647439554,2.155258296,0.684114583,0.684114583,0.879266339
2454,2454,2,1.67E-14,4.899812035,0.592002271,19.85551288,10,2.194985321,0.684114583,0.684114583,0.101025049
846,846,2,3.20E-13,5,4.206241187,0.623501092,4.643703301,0.991497145,0.684244792,0.684244792,0.973889682
9,9,2,3.54E-10,4.999496024,0.659854071,0.662902135,9.999999898,8.326051213,0.684244792,0.684244792,0.050029914
1904,1904,2,0.002055521,4.997880597,9.170732747,4.545153536,9.999899655,3.313270593,0.684375,0.684375,0.064994451
795,795,2,1.87E-12,4.529191886,1.484028335,0.986857611,3.319908793,0.184806163,0.684505208,0.684505208,0.076618544
439,439,2,3.81E-14,4.93366222,16.54358404,2.015207275,10,11.34151202,0.684505208,0.684505208,0.120671166
1620,1620,2,5.77E-12,5,3.418162125,15.1833282,9.999999892,8.724924806,0.684635417,0.684635417,0.110561475
1577,1577,2,3.50E-11,4.999839218,4.257766162,11.11756295,9.999999976,5.386807934,0.684635417,0.684635417,0.447984897
271,271,2,3.34E-13,3.208896542,1.34745105,19.71262696,8.116334465,12.20713542,0.684765625,0.684765625,0.250104638
1838,1838,2,2.45E-09,4.999410021,10.86071776,0.434822159,10,5.388633439,0.684765625,0.684765625,0.211866086
1215,1215,2,0.001021976,5,0.882958478,3.891427481,9.991627725,7.119005244,0.684895833,0.684895833,0.728916439
